origin,year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,time_hour
LGA,2013,3,21,22,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,22,21,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,22,5,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,22,5,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,22,5,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,22,6,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,22,6,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,22,6,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,22,7,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,22,7,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,22,7,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,22,8,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,22,8,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,22,8,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,22,9,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,22,9,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,22,9,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,22,10,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,22,10,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,22,10,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,22,11,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,22,11,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,22,11,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,22,12,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,22,12,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,22,12,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,22,13,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,22,13,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,22,13,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,22,14,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,22,14,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,22,14,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,22,15,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,22,15,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,22,15,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,22,16,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,22,16,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,22,16,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,22,17,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,22,17,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,22,17,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,22,18,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,22,18,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,22,18,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,22,19,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,22,19,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,22,19,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,22,20,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,22,20,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,22,20,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,22,21,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,22,21,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,22,22,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,22,22,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,22,23,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,23,21,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,23,23,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,23,5,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,23,5,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,23,5,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,23,6,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,23,6,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,23,6,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,23,7,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,23,7,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,23,7,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,23,8,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,23,8,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,23,8,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,23,9,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,23,9,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,23,9,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,23,10,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,23,10,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,23,10,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,23,11,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,23,11,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,23,11,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,23,12,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,23,12,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,23,12,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,23,13,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,23,13,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,23,13,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,23,14,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,23,14,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,23,14,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,23,15,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,23,15,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,23,15,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,23,16,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,23,16,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,23,16,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,23,17,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,23,17,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,23,17,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,23,18,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,23,18,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,23,18,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,23,19,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,23,19,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,23,19,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,23,20,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,23,20,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,23,20,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,23,21,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,23,21,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,23,22,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,24,20,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,24,23,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,24,22,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,24,21,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,24,5,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,24,5,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,24,6,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,24,6,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,24,6,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,24,7,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,24,7,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,24,7,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,24,8,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,24,8,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,24,8,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,24,9,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,24,9,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,24,9,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,24,10,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,24,10,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,24,10,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,24,11,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,24,11,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,24,11,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,24,12,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,24,12,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,24,12,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,24,13,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,24,13,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,24,13,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,24,14,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,24,14,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,24,14,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,24,15,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,24,15,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,24,15,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,24,16,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,24,16,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,24,16,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,24,17,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,24,17,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,24,17,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,24,18,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,24,18,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,24,18,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,24,19,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,24,19,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,24,19,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,24,20,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,24,20,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,24,21,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,24,21,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,24,22,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,24,22,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,25,23,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,25,20,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,25,5,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,25,5,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,25,5,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,25,6,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,25,6,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,25,6,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,25,7,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,25,7,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,25,7,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,25,8,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,25,8,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,25,8,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,25,9,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,25,9,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,25,9,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,25,10,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,25,10,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,25,10,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,25,11,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,25,11,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,25,11,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,25,12,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,25,12,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,25,12,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,25,13,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,25,13,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,25,13,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,25,14,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,25,14,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,25,14,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,25,15,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,25,15,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,25,15,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,25,16,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,25,16,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,25,16,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,25,17,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,25,17,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,25,17,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,25,18,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,25,18,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,25,18,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,25,19,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,25,19,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,25,19,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,25,20,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,25,20,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,25,21,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,25,21,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,25,21,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,25,22,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,25,22,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,26,21,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,26,23,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,26,22,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,26,5,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,26,5,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,26,5,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,26,6,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,26,6,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,26,6,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,26,7,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,26,7,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,26,7,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,26,8,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,26,8,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,26,8,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,26,9,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,26,9,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,26,9,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,26,10,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,26,10,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,26,10,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,26,11,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,26,11,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,26,11,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,26,12,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,26,12,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,26,12,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,26,13,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,26,13,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,26,13,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,26,14,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,26,14,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,26,14,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,26,15,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,26,15,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,26,15,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,26,16,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,26,16,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,26,16,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,26,17,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,26,17,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,26,17,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,26,18,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,26,18,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,26,18,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,26,19,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,26,19,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,26,19,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,26,20,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,26,20,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,26,20,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,26,21,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,26,21,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,26,22,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,27,23,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,27,5,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,27,5,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,27,5,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,27,6,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,27,6,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,27,6,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,27,7,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,27,7,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,27,7,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,27,8,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,27,8,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,27,8,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,27,9,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,27,9,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,27,9,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,27,10,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,27,10,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,27,10,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,27,11,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,27,11,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,27,11,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,27,12,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,27,12,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,27,12,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,27,13,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,27,13,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,27,13,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,27,14,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,27,14,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,27,14,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,27,15,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,27,15,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,27,15,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,27,16,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,27,16,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,27,16,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,27,17,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,27,17,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,27,17,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,27,18,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,27,18,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,27,18,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,27,19,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,27,19,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,27,19,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,27,20,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,27,20,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,27,20,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,27,21,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,27,21,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,27,21,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,27,22,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,27,22,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,28,22,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,28,23,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,28,5,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,28,5,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,28,5,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,28,6,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,28,6,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,28,6,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,28,7,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,28,7,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,28,7,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,28,8,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,28,8,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,28,8,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,28,9,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,28,9,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,28,9,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,28,10,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,28,10,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,28,10,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,28,11,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,28,11,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,28,11,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,28,12,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,28,12,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,28,12,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,28,13,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,28,13,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,28,13,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,28,14,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,28,14,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,28,14,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,28,15,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,28,15,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,28,15,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,28,16,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,28,16,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,28,16,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,28,17,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,28,17,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,28,17,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,28,18,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,28,18,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,28,18,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,28,19,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,28,19,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,28,19,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,28,20,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,28,20,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,28,20,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,28,21,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,28,21,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,28,21,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,28,22,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,29,5,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,29,5,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,29,5,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,29,6,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,29,6,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,29,6,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,29,7,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,29,7,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,29,7,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,29,8,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,29,8,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,29,8,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,29,9,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,29,9,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,29,9,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,29,10,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,29,10,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,29,10,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,29,11,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,29,11,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,29,11,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,29,12,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,29,12,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,29,12,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,29,13,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,29,13,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,29,13,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,29,14,0,0,0,0,0,NA,0,0,10,0
JFK,2013,3,29,14,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,29,14,0,0,0,0,0,NA,0,0,10,0
LGA,2013,3,29,15,0,0,0,0,0,NA,0,0,10,0
EWR,2013,3,29,15,0,0,0,0,0,NA,0,0,10,0
